,a,b,c
资质,16,216,0.074074074
600803,111,811,0.136868064
太极,298,2176,0.136948529
康拓,19,403,0.047146402
600612,22,198,0.111111111
600776,22,319,0.068965517
讯,464,3387,0.13699439
组织,84,613,0.137030995
商贸,25,334,0.074850299
立讯,118,861,0.137049942
制程,153,1116,0.137096774
600377,31,382,0.081151832
审查,1000,7293,0.137117784
昆明制药,82,598,0.137123746
达安,185,1348,0.137240356
预亏,317,2309,0.13728887
百利,172,1252,0.137380192
603718,72,524,0.13740458
三期,15,191,0.078534031
污水,12,208,0.057692308
603313,12,234,0.051282051
国家火炬计划,9,119,0.075630252
高端,9,99,0.090909091
建平,9,111,0.081081081
青鸟,6,334,0.017964072
试运行,6,81,0.074074074
涂料,3,49,0.06122449
新西兰,3,36,0.083333333
张建军,3,31,0.096774194
商厦,3,69,0.043478261
张建华,3,42,0.071428571
制备,3,34,0.088235294
科贸,3,29,0.103448276
投资人,3,57,0.052631579
可研,3,34,0.088235294
成套,3,46,0.065217391
纳米,3,48,0.0625
交投,3,22,0.136363636
603301,3,61,0.049180328
光谷,3,50,0.06
管廊,3,33,0.090909091
以色列,3,42,0.071428571
亦,3,34,0.088235294
汽,3,34,0.088235294
三晖,3,213,0.014084507
硫酸,3,36,0.083333333
全自动,3,36,0.083333333
泰永,3,110,0.027272727
扣划,3,53,0.056603774
服务网络,3,36,0.083333333
新街口,3,102,0.029411765
酿酒,3,41,0.073170732
新亚,156,1135,0.137444934
600282,92,669,0.137518685
海联,144,1047,0.137535817
中车,29,494,0.058704453
财富,211,1534,0.137548892
601126,20,336,0.05952381
600083,37,437,0.084668192
健,256,1861,0.137560451
通函,80,581,0.137693632
通策,138,1001,0.137862138
汉王,120,870,0.137931034
天龙,364,2638,0.137983321
合力,178,1290,0.137984496
华媒,14,428,0.03271028
凡谷,132,956,0.138075314
北大,95,688,0.138081395
客户,71,514,0.138132296
国立,11,127,0.086614173
语言,11,133,0.082706767
陆,84,608,0.138157895
600309,85,615,0.138211382
600259,94,680,0.138235294
美菱,8,87,0.091954023
处于,8,117,0.068376068
东方网,160,1157,0.138288678
光一,115,831,0.138387485
可转,34,366,0.092896175
泊,26,462,0.056277056
视网,210,1517,0.138431114
600688,31,354,0.087570621
普天,113,816,0.138480392
600755,83,599,0.138564274
603669,35,352,0.099431818
600740,107,772,0.138601036
长久,25,389,0.064267352
鱼,15,162,0.092592593
贵金属,5,92,0.054347826
INTERNATIONAL,5,103,0.048543689
有偿,5,60,0.083333333
园林绿化,5,48,0.104166667
门窗,5,66,0.075757576
家居用品,5,63,0.079365079
掌阅,5,167,0.02994012
造船,5,55,0.090909091
600871,81,584,0.13869863
治理,962,6932,0.138776688
蓝思,79,569,0.13884007
流通股,593,4270,0.138875878
益佰,116,835,0.138922156
景观,27,289,0.093425606
红相,92,662,0.13897281
投银泰,94,676,0.139053254
委托书,22,257,0.085603113
川大,122,877,0.139110604
试行,17,154,0.11038961
600456,24,293,0.081911263
600366,24,378,0.063492063
信函,24,276,0.086956522
改扩建,12,123,0.097560976
新筑,160,1150,0.139130435
中颖,99,711,0.139240506
数字,357,2563,0.139289895
鹏飞,106,761,0.139290407
600598,96,689,0.139332366
600080,35,392,0.089285714
600722,28,397,0.070528967
管理工作,21,272,0.077205882
奥翔,7,152,0.046052632
分布式,7,99,0.070707071
九龙,80,574,0.139372822
福晶,88,631,0.139461173
银基发展,30,342,0.087719298
理邦,93,666,0.13963964
新建,39,487,0.080082136
蒙草,170,1217,0.139687757
泉,9,104,0.086538462
投票表决,9,135,0.066666667
总工程师,9,90,0.1
南瑞,133,952,0.139705882
600479,20,307,0.06514658
汇,122,873,0.139747995
会计准则,105,751,0.139813582
丽珠集团,184,1316,0.139817629
转让款,11,124,0.088709677
选择,11,136,0.080882353
603528,11,254,0.043307087
灵康,37,378,0.097883598
三届,246,1759,0.139852189
威视,121,865,0.139884393
600867,90,643,0.139968896
603308,26,459,0.05664488
签字,26,346,0.075144509
欧洲,13,158,0.082278481
同达,134,957,0.140020899
常发,85,607,0.140032949
Ltd,15,233,0.064377682
国发,15,225,0.066666667
桂发祥,15,296,0.050675676
宝馨,157,1121,0.140053524
智胜,125,892,0.140134529
四届,456,3254,0.140135218
抵押,111,792,0.140151515
广誉,100,713,0.140252454
民族,89,634,0.140378549
减持,2594,18468,0.140459173
规程,285,2028,0.140532544
洁具,82,583,0.140651801
北方,604,4293,0.140694153
饮食,121,860,0.140697674
大杨,75,533,0.140712946
蓝天,41,497,0.08249497
材,559,3969,0.140841522
青岛碱业,92,653,0.140888208
西王,127,901,0.140954495
曙光,223,1582,0.140960809
600708,107,759,0.140974967
西山,122,865,0.141040462
认定,435,3084,0.141050584
组建,32,419,0.076372315
东,326,2311,0.141064474
600015,24,312,0.076923077
603288,22,336,0.06547619
603918,18,367,0.049046322
雅仕,12,104,0.115384615
葛洲,10,122,0.081967213
达威,10,367,0.027247956
603886,8,148,0.054054054
通灵,8,228,0.035087719
65%,8,120,0.066666667
望春花,8,64,0.125
买卖合同,6,74,0.081081081
大恒,99,701,0.141226819
焊接,6,132,0.045454545
一月,6,145,0.04137931
联动,4,61,0.06557377
公用事业,4,68,0.058823529
工业区,4,65,0.061538462
中国进出口银行,4,40,0.1
中药饮片,4,57,0.070175439
独家,4,62,0.064516129
胰岛素,4,40,0.1
优势,4,60,0.066666667
立新,4,43,0.093023256
国家审计署,4,73,0.054794521
第十三届,4,53,0.075471698
信息网络,4,128,0.03125
富丽,4,60,0.066666667
数字电视,4,67,0.059701493
CHINA,2,30,0.066666667
丙烷,2,19,0.105263158
国家认可委员会,2,23,0.086956522
益丰大,2,38,0.052631579
中医药,2,50,0.04
如期,2,27,0.074074074
赵子忠,2,17,0.117647059
PTE,2,49,0.040816327
普德,2,35,0.057142857
恒安,2,35,0.057142857
月末,2,22,0.090909091
李非,2,18,0.111111111
总数,2,29,0.068965517
出版社,2,22,0.090909091
谭,2,41,0.048780488
年薪制,2,28,0.071428571
十大,2,162,0.012345679
哈萨克斯坦,2,23,0.086956522
苗,2,14,0.142857143
医生,2,14,0.142857143
杨庆英,2,30,0.066666667
飞行器,2,15,0.133333333
长期投资,2,50,0.04
中金公司,2,21,0.095238095
爱国,2,42,0.047619048
商贸城,2,19,0.105263158
冯果,2,25,0.08
商博,2,18,0.111111111
研,2,24,0.083333333
第七批,2,20,0.1
半度,2,27,0.074074074
致富,2,17,0.117647059
陈思平,2,27,0.074074074
美国公司,2,19,0.105263158
三重,2,25,0.08
一大,2,25,0.08
奖金,2,21,0.095238095
乐平,2,27,0.074074074
过渡,2,44,0.045454545
天翼,2,35,0.057142857
四十九,2,24,0.083333333
暴雨,2,22,0.090909091
星辰,2,52,0.038461538
针织,2,20,0.1
调味,2,29,0.068965517
亲和源,2,13,0.153846154
王红兵,2,15,0.133333333
张金,2,25,0.08
集输,2,24,0.083333333
柳州市,2,41,0.048780488
富通,2,29,0.068965517
宣传,2,13,0.153846154
星城,2,27,0.074074074
挂,2,19,0.105263158
输配,2,14,0.142857143
改建,2,31,0.064516129
24%,2,47,0.042553191
王雪春,2,15,0.133333333
回执,2,31,0.064516129
杨斌,2,22,0.090909091
专用设备,2,24,0.083333333
锐,2,30,0.066666667
603136,2,47,0.042553191
江门,2,50,0.04
Company,2,36,0.055555556
年版,2,45,0.044444444
权利义务,2,30,0.066666667
603516,2,61,0.032786885
武汉三镇,2,26,0.076923077
沈义,2,16,0.125
审定,2,28,0.071428571
东证,2,30,0.066666667
引咎辞职,2,18,0.111111111
亘富,2,17,0.117647059
金张,2,19,0.105263158
句容,2,9,0.222222222
甲基,2,17,0.117647059
龙岩,2,25,0.08
凤洲,2,14,0.142857143
会师,2,45,0.044444444
清远,2,23,0.086956522
茉织华,2,15,0.133333333
SPV,2,50,0.04
攀枝花,2,26,0.076923077
澄西,2,18,0.111111111
外延,2,16,0.125
展期,81,573,0.141361257
摩恩,151,1068,0.141385768
智云,153,1082,0.141404806
600615,27,343,0.078717201
600771,99,700,0.141428571
600237,25,385,0.064935065
网宿,200,1414,0.141442716
鲁商,76,537,0.141527002
钢联,168,1187,0.141533277
基础设施,21,271,0.077490775
包头,19,254,0.07480315
怡球,83,586,0.141638225
恒泰艾普,169,1193,0.141659681
万元,119,840,0.141666667
隆平,192,1355,0.141697417
实丰,15,212,0.070754717
600730,71,501,0.141716567
突发事件,72,508,0.141732283
天津市,26,408,0.06372549
产权,13,176,0.073863636
展鹏,13,178,0.073033708
君致,13,255,0.050980392
帝王,82,578,0.141868512
601689,35,478,0.073221757
派克,92,648,0.141975309
603858,11,325,0.033846154
健盛,79,556,0.142086331
600860,31,477,0.064989518
东晶,145,1020,0.142156863
开元,248,1740,0.142528736
佳通,75,526,0.142585551
精锻,75,526,0.142585551
600711,143,1002,0.142714571
600493,29,318,0.091194969
香雪,163,1142,0.142732049
碧,227,1590,0.142767296
深度,9,147,0.06122449
600808,34,419,0.081145585
云铝股份,189,1322,0.142965204
力,554,3874,0.143004646
长,116,811,0.143033292
600354,35,384,0.091145833
园区,14,226,0.061946903
报,99,692,0.143063584
600763,97,677,0.143279173
金财,126,879,0.14334471
建,191,1331,0.143501127
智联,87,606,0.143564356
建机,24,295,0.081355932
轨道交通,12,156,0.076923077
中际旭创,12,132,0.090909091
诺华,12,235,0.05106383
新纶,223,1553,0.143593046
电科院,107,745,0.143624161
600731,34,466,0.072961373
600367,27,346,0.078034682
600783,79,550,0.143636364
锦富,183,1274,0.143642072
电梯,203,1413,0.143665959
世荣兆业,124,863,0.14368482
索菱,72,501,0.143712575
二三,89,618,0.144012945
四五,89,618,0.144012945
报酬,10,133,0.07518797
辉,5,68,0.073529412
承建,5,62,0.080645161
江门市,5,72,0.069444444
自评,5,70,0.071428571
打印,5,72,0.069444444
差别化,5,59,0.084745763
事业部,5,64,0.078125
追索权,5,60,0.083333333
四环,202,1402,0.144079886
管道,168,1166,0.144082333
开开,81,562,0.144128114
上工,110,763,0.144167759
兴华,18,221,0.081447964
东软,233,1616,0.144183168
宁夏,233,1615,0.144272446
环卫,98,679,0.144329897
600350,39,500,0.078
永贵,110,762,0.144356955
603083,13,105,0.123809524
601599,92,637,0.144427002
603008,100,692,0.144508671
振芯,74,512,0.14453125
保险公司,8,126,0.063492063
绿盟,123,851,0.14453584
凌钢,121,837,0.144563919
保密,11,483,0.022774327
副行长,11,124,0.088709677
韦尔,11,254,0.043307087
地震,78,539,0.14471243
富维,37,418,0.088516746
元力,130,898,0.144766147
海康,126,870,0.144827586
承兑汇票,104,718,0.144846797
大富,166,1146,0.144851658
600769,26,359,0.072423398
603566,29,348,0.083333333
盛达,114,787,0.144853875
海螺,231,1593,0.145009416
奋达,142,979,0.145045965
鱼跃,125,861,0.145180023
移为,24,299,0.080267559
宏磊,145,998,0.145290581
45%,9,136,0.066176471
航空工业,9,146,0.061643836
退税款,9,115,0.07826087
限制,6,103,0.058252427
皮革,6,93,0.064516129
供股,6,96,0.0625
单抗,6,50,0.12
邓,3,60,0.05
党建,3,18,0.166666667
服务业,3,53,0.056603774
触摸屏,3,60,0.05
推,3,37,0.081081081
高纯,3,27,0.111111111
做,3,50,0.06
景区,3,41,0.073170732
45,3,51,0.058823529
尺寸,3,37,0.081081081
振德,3,74,0.040540541
一零年,3,41,0.073170732
可回收,3,32,0.09375
钾盐,3,31,0.096774194
36,3,52,0.057692308
实缴,3,37,0.081081081
仪式,3,35,0.085714286
警告,3,40,0.075
电器设备,3,52,0.057692308
五天,3,46,0.065217391
百货商店,3,102,0.029411765
怡创,3,42,0.071428571
2%,3,52,0.057692308
龙钼业,3,38,0.078947368
电容器,3,51,0.058823529
饰件,3,63,0.047619048
总厂,3,43,0.069767442
法律顾问,3,56,0.053571429
第七十七,3,38,0.078947368
冠农,152,1046,0.145315488
603567,25,336,0.074404762
二十二,76,522,0.14559387
岷江,96,659,0.145675266
巨化,153,1050,0.145714286
前十名,16,306,0.052287582
西仪,123,844,0.145734597
众成,115,789,0.145754119
万好,106,727,0.145804677
603639,17,249,0.068273092
路翔,145,994,0.145875252
沃华,103,706,0.145892351
杉杉,143,980,0.145918367
金属,189,1295,0.145945946
印刷,86,589,0.146010187
海辰,21,241,0.087136929
迪威,118,808,0.146039604
步长,11,350,0.031428571
自查报告,542,3707,0.146209873
珍宝岛,26,362,0.071823204
蟒佰利,15,303,0.04950495
汕,19,265,0.071698113
山煤,134,916,0.14628821
飞,238,1626,0.146371464
洽洽,112,765,0.146405229
佳发,28,309,0.090614887
600287,16,296,0.054054054
光威,8,148,0.054054054
第四个,8,130,0.061538462
国科微,8,151,0.052980132
PVC,4,42,0.095238095
意大利,4,75,0.053333333
即将,4,53,0.075471698
海水,4,38,0.105263158
偿债,4,59,0.06779661
宝华,4,52,0.076923077
暂名,4,30,0.133333333
券商,4,43,0.093023256
海纳,4,310,0.012903226
603758,4,105,0.038095238
拨付,4,77,0.051948052
佛开,4,25,0.16
终审判决,4,51,0.078431373
国家开发银行,4,49,0.081632653
科士达,134,915,0.146448087
顺网,136,927,0.146709817
600004,41,423,0.096926714
用地,124,845,0.146745562
普莱柯,30,381,0.078740157
地块,91,620,0.146774194
硕贝德,159,1083,0.146814404
华宇,168,1144,0.146853147
金信,224,1523,0.147078135
鑫富,124,843,0.147093713
眼镜,14,253,0.055335968
600173,79,537,0.147113594
接待,126,856,0.147196262
金科,414,2811,0.147278549
重点,90,611,0.147299509
国电,416,2824,0.147308782
正虹,85,577,0.147313692
申贝,109,738,0.147696477
合伙人,20,285,0.070175439
法兰,15,216,0.069444444
郑州市,10,107,0.093457944
楼,5,91,0.054945055
缺口,5,98,0.051020408
电力工程,5,83,0.060240964
偿付能力,5,62,0.080645161
管网,5,79,0.063291139
广聚,84,568,0.147887324
光迅,138,933,0.147909968
600642,21,280,0.075
600851,16,248,0.064516129
科新,127,858,0.148018648
飞利信,151,1020,0.148039216
藏格,11,177,0.062146893
鑫,81,547,0.148080439
华中,160,1080,0.148148148
美凯龙,17,215,0.079069767
黄,75,506,0.148221344
博世,124,835,0.148502994
新国,221,1488,0.148521505
603936,23,379,0.060686016
舜天,23,485,0.04742268
纺织机械,84,565,0.148672566
松发,36,490,0.073469388
民和,131,879,0.149032992
雷柏,118,791,0.149178255
综合利用,18,276,0.065217391
保全,6,86,0.069767442
净,6,107,0.056074766
长盛,6,142,0.042253521
正海,6,163,0.036809816
共建,6,91,0.065934066
盈峰,37,454,0.081497797
幸福,302,2024,0.149209486
600668,31,375,0.082666667
潍柴,247,1654,0.149334946
600549,85,569,0.149384886
含,13,225,0.057777778
华金,20,312,0.064102564
福鞍,20,410,0.048780488
联盟,7,111,0.063063063
必康,101,676,0.149408284
门店,7,113,0.061946903
宏大,125,836,0.149521531
埃斯,86,575,0.149565217
失效,15,232,0.064655172
雏鹰,175,1170,0.14957265
武夷,171,1143,0.149606299
天威,193,1290,0.149612403
存续期,8,107,0.074766355
600959,8,279,0.028673835
评报,8,90,0.088888889
任免,8,134,0.059701493
农牧,186,1243,0.149637973
桂东,151,1009,0.149653122
高德,103,687,0.14992722
科锐,210,1399,0.150107219
耐威,126,838,0.150357995
600260,131,871,0.150401837
华新,210,1396,0.150429799
600059,29,382,0.07591623
金融资产,29,455,0.063736264
600848,98,651,0.150537634
601908,91,604,0.150662252
阶段,20,299,0.066889632
快讯,10,121,0.082644628
首届,10,157,0.063694268
盐,21,351,0.05982906
603328,22,332,0.06626506
十月,11,152,0.072368421
600663,23,435,0.052873563
珠峰,137,909,0.150715072
捷成,207,1373,0.150764749
湖州,12,151,0.079470199
沪,148,981,0.150866463
兽药,14,191,0.073298429
东百,148,981,0.150866463
逆,15,205,0.073170732
泰克,15,238,0.06302521
光力,16,482,0.033195021
一品红,16,169,0.094674556
大立,147,974,0.150924025
603800,18,294,0.06122449
601233,104,689,0.150943396
600841,21,233,0.090128755
依顿,23,358,0.06424581
晶盛,122,808,0.150990099
福斯特,29,425,0.068235294
601000,82,543,0.151012891
601628,39,452,0.086283186
园城,112,741,0.151147099
云海,157,1038,0.151252408
中视,90,595,0.151260504
爆破,136,899,0.151279199
国兴,112,740,0.151351351
600057,114,753,0.151394422
新安,138,911,0.151481888
一拖,109,719,0.151599444
603268,32,447,0.071588367
铝,100,659,0.151745068
赫美,27,409,0.06601467
绿庭,22,314,0.070063694
索芙特,21,337,0.06231454
惠而浦,17,410,0.041463415
600007,12,256,0.046875
宇环,9,131,0.06870229
星普,9,180,0.05
净利润,8,146,0.054794521
达志,8,299,0.026755853
英可瑞,8,144,0.055555556
603838,7,401,0.017456359
盛工,7,70,0.1
联诚,7,109,0.064220183
表格,7,74,0.094594595
收益率,7,261,0.026819923
首都,6,112,0.053571429
办事处,5,85,0.058823529
新港,5,73,0.068493151
曹,4,62,0.064516129
衡阳,4,86,0.046511628
京都,4,75,0.053333333
昆明市,4,51,0.078431373
新源,4,63,0.063492063
液晶,4,46,0.086956522
城中村,4,46,0.086956522
侯选人,4,54,0.074074074
散货船,4,61,0.06557377
秦安,4,117,0.034188034
喀什,4,71,0.056338028
证明,4,66,0.060606061
半年,4,73,0.054794521
纺织品,4,66,0.060606061
抵押借款,3,45,0.066666667
支撑,3,35,0.085714286
冻干,3,32,0.09375
调查报告,3,70,0.042857143
市场化,3,34,0.088235294
著名商标,3,36,0.083333333
南昌市,3,56,0.053571429
期货交易,3,37,0.081081081
燕京,3,49,0.06122449
刘海,3,44,0.068181818
东阳,3,60,0.05
山南,3,53,0.056603774
Co,3,48,0.0625
金属材料,3,69,0.043478261
龙华,3,43,0.069767442
年拟,3,48,0.0625
黄石,3,46,0.065217391
省,3,65,0.046153846
百分之五,2,39,0.051282051
城市规划,2,15,0.133333333
淡化,2,22,0.090909091
先行,2,43,0.046511628
竞争性,2,19,0.105263158
赵雪媛,2,15,0.133333333
加速,2,18,0.111111111
雅砻江,2,12,0.166666667
贾,2,32,0.0625
利国,2,28,0.071428571
王国,2,34,0.058823529
华瀛,2,34,0.058823529
欧神诺,2,13,0.153846154
南雄,2,12,0.166666667
星空,2,58,0.034482759
棣,2,27,0.074074074
客,2,18,0.111111111
浦兴,2,11,0.181818182
数额,2,45,0.044444444
O2O,2,39,0.051282051
49,2,23,0.086956522
海涛,2,33,0.060606061
阿拉善盟,2,21,0.095238095
关税,2,24,0.083333333
风行,2,28,0.071428571
王新,2,17,0.117647059
经济型,2,19,0.105263158
浮动,2,49,0.040816327
雄伟,2,28,0.071428571
专题报告,2,21,0.095238095
本溪,2,28,0.071428571
加纳,2,27,0.074074074
执行官,2,47,0.042553191
国网,2,31,0.064516129
新思,2,18,0.111111111
类产品,2,26,0.076923077
百强,2,22,0.090909091
用电,2,45,0.044444444
亚美,2,24,0.083333333
复生,2,13,0.153846154
雷达,2,29,0.068965517
限额,2,27,0.074074074
康熙,2,20,0.1
督查,2,22,0.090909091
重光,2,47,0.042553191
陶,2,22,0.090909091
酸,2,22,0.090909091
天目湖,2,58,0.034482759
期所,2,17,0.117647059
中报,2,24,0.083333333
淳中,2,70,0.028571429
天泰,2,42,0.047619048
凤山,2,17,0.117647059
新品种,2,42,0.047619048
罢免,2,27,0.074074074
海华,2,35,0.057142857
─,2,16,0.125
保定市,2,31,0.064516129
恒益,2,17,0.117647059
汇友,2,17,0.117647059
郑兴灿,1,14,0.071428571
字号,1,10,0.1
所有者,1,20,0.05
办,1,23,0.043478261
田景岩,1,13,0.076923077
收费权,1,17,0.058823529
曾苏,1,6,0.166666667
节能产品,1,14,0.071428571
刘定华,1,23,0.043478261
驻马店市,1,11,0.090909091
马书龙,1,10,0.1
建金成,1,8,0.125
歌斐,1,18,0.055555556
祁东,1,13,0.076923077
歌力,1,18,0.055555556
战颖,1,11,0.090909091
加期,1,12,0.083333333
主管,1,14,0.071428571
陈业,1,7,0.142857143
EJC1,1,16,0.0625
中铭,1,19,0.052631579
清泉,1,13,0.076923077
通讯地址,1,17,0.058823529
并拟,1,46,0.02173913
学海,1,11,0.090909091
金文,1,12,0.083333333
福山区,1,7,0.142857143
眉山市,1,22,0.045454545
毛纺厂,1,6,0.166666667
张田余,1,11,0.090909091
独占,1,20,0.05
刚强,1,11,0.090909091
陈章,1,16,0.0625
羊绒,1,14,0.071428571
源泉,1,9,0.111111111
临安,1,20,0.05
李焰,1,12,0.083333333
丁二烯,1,7,0.142857143
软体,1,5,0.2
债及,1,8,0.125
西安交通大学,1,9,0.111111111
秸秆,1,10,0.1
五项,1,16,0.0625
新丰,1,23,0.043478261
科研项目,1,22,0.045454545
批准书,1,15,0.066666667
拉曼,1,15,0.066666667
维持,1,21,0.047619048
王爱俭,1,12,0.083333333
供电,1,27,0.037037037
马汉坤,1,13,0.076923077
S2,1,7,0.142857143
上杭,1,8,0.125
